trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
80,7.4,0,1,1,12.6,0,1,79.0,-4.2,1.0,0
96,16.29,0,1,1,13.6,0,1,45.0,-3.2,1.0,0
42,14.0,0,0,1,12.7,0,0,43.0,-4.1,1.0,0
81,3.1,0,0,1,14.0,0,1,44.0,-2.8,1.0,0
32,14.4,0,1,1,15.6,0,1,53.0,-1.2,1.0,0
83,3.4,0,1,1,14.0,0,1,52.0,-2.8,1.0,0
81,11.8,0,1,0,15.18,0,1,64.94872262773723,-1.62,1.0,0
81,17.7,0,1,0,13.8,0,1,61.0,-3.0,1.0,0
90,11.6,0,1,0,15.6,0,1,70.0,-1.2,2.0,0
81,15.2,0,1,0,12.9,0,0,71.0,-3.9,1.0,0
81,7.8,0,1,0,12.5,0,0,72.0,-4.3,1.0,0
80,15.94,0,1,0,13.1,0,0,69.0,-3.7,1.0,0
81,8.8,0,1,0,13.4,0,0,72.0,-3.4,1.0,0
8,6.07,1,0,0,12.7,0,0,26.0,-4.1,1.0,0
81,9.75,0,1,0,13.7,0,1,72.0,-3.1,1.0,0
81,9.8,0,1,1,13.0,0,1,77.0,-3.8,1.0,0
86,18.12,0,1,1,14.3,0,1,57.0,-2.5,1.0,0
86,9.4,0,1,0,13.7,0,1,64.0,-3.1,1.0,0
35,17.93,0,1,0,11.4,0,1,67.0,-5.4,1.0,0
124,6.09,0,1,0,13.0,0,1,69.0,-3.8,1.0,0
34,16.38,0,1,0,11.3,0,1,60.0,-5.5,1.0,0
126,6.16,0,1,0,12.6,0,1,73.0,-4.2,1.0,0
87,18.39,0,1,0,12.2,0,1,67.0,-4.6,1.0,0
80,4.0,0,1,0,11.8,0,0,74.0,-5.0,1.0,0
96,19.32,0,1,1,12.5,0,0,64.0,-4.3,0.0,0
81,6.86,0,1,0,13.3,0,0,79.0,-3.5,0.0,0
9,3.8,1,0,0,10.2,0,0,27.0,-6.6,0.0,0
85,13.03,0,1,1,12.5,0,0,62.0,-4.3,0.0,0
56,7.0,1,0,1,13.8,0,0,37.0,-3.0,0.0,0
104,13.2,0,1,0,13.3,0,0,57.0,-3.5,0.0,0
2,0.6,1,0,0,14.25,0,0,22.98351648351648,-2.55,0.0,0
85,11.8,0,1,0,14.5,0,0,70.0,-2.3,0.0,0
7,4.9,1,0,0,14.1,0,0,17.0,-2.7,1.0,0
83,13.5,0,1,0,13.9,0,1,62.0,-2.9,1.0,0
83,8.0,0,1,0,13.2,0,1,64.0,-3.6,1.0,0
41,18.7,0,1,1,14.1,0,0,54.0,-2.7,0.0,0
45,3.32,0,1,0,14.2,0,0,67.0,-2.6,1.0,0
81,3.8,0,1,0,12.0,0,0,77.0,-4.8,1.0,0
81,16.23,0,1,0,13.1,0,1,61.0,-3.7,1.0,0
82,10.0,0,1,0,14.5,0,1,75.0,-2.3,1.0,0
80,15.57,0,1,0,13.7,0,1,65.0,-3.1,1.0,0
82,9.4,0,1,0,13.3,0,1,73.0,-3.5,1.0,0
6,3.83,0,1,1,17.8,0,1,19.0,1.0,1.0,0
84,12.73,0,1,1,13.9,0,1,57.0,-2.9,1.0,0
38,17.64,0,0,1,15.9,0,1,53.0,-0.9,1.0,0
37,2.03,0,0,1,13.8,0,1,51.0,-3.0,1.0,0
81,5.94,0,1,0,13.5,0,1,72.0,-3.3,1.0,0
86,16.58,0,1,0,14.7,0,1,63.0,-2.1,1.0,0
81,11.8,0,1,0,13.6,0,1,69.0,-3.2,1.0,0
80,15.43,1,1,0,14.2,0,1,51.0,-2.6,1.0,0
82,13.74,0,1,1,13.2,0,1,68.0,-3.6,1.0,0
86,15.15,0,1,1,12.8,0,1,64.0,-4.0,1.0,0
88,6.42,1,1,0,12.8,0,1,49.0,-4.0,1.0,0
34,12.14,0,1,0,14.2,0,1,66.0,-2.6,1.0,0
91,11.49,0,1,0,14.1,0,0,76.0,-2.7,1.0,0
85,10.29,0,1,0,14.6,0,0,65.0,-2.2,0.0,0
2,7.23,1,0,0,14.5,0,0,17.0,-2.3,1.0,0
2,5.7,1,0,0,15.4,0,0,21.0,-1.4,1.0,0
1,0.69,1,0,0,19.4,0,0,12.0,2.6,1.0,0
23,3.72,1,0,1,13.5,0,0,48.0,-3.3,1.0,0
105,1.72,1,1,1,12.6,0,0,51.0,-4.2,1.0,0
34,19.98,0,1,0,11.2,0,0,70.0,-5.6,1.0,0
127,2.24,0,1,0,11.8,0,0,66.0,-5.0,1.0,0
40,19.19,0,1,1,11.7,0,0,51.0,-5.1,1.0,0
129,5.56,0,1,0,12.8,0,0,78.0,-4.0,1.0,0
79,18.76,0,1,0,12.7,0,1,65.0,-4.1,1.0,0
81,5.72,0,1,0,12.4,0,1,73.0,-4.4,1.0,0
80,12.38,0,1,0,12.7,0,1,73.0,-4.1,1.0,0
86,13.31,0,1,0,13.4,0,1,60.0,-3.4,1.0,0
94,15.67,0,1,1,12.0,0,1,67.0,-4.8,1.0,0
1,7.27,0,1,0,14.2,0,0,22.0,-2.6,1.0,0
84,6.08,0,1,0,13.1,0,0,79.0,-3.7,1.0,0
13,9.29,1,0,1,13.3,0,0,40.0,-3.5,0.0,0
85,6.06,0,1,0,14.2,0,1,80.0,-2.6,0.0,0
45,7.58,0,1,0,12.3,0,0,45.0,-4.5,1.0,0
34,1.0,0,1,0,12.9,0,0,59.0,-3.9,1.0,0
84,10.81,0,1,0,12.4,0,0,65.0,-4.4,1.0,0
34,16.82,0,1,0,12.0,0,1,34.0,-4.8,1.0,0
128,7.3,0,1,0,12.6,0,0,68.0,-4.2,1.0,0
34,15.44,0,1,0,11.3,0,0,69.0,-5.5,1.0,0
128,6.7,0,1,0,12.3,0,0,76.0,-4.5,1.0,0
34,14.19,0,1,0,12.0,0,1,47.0,-4.8,1.0,0
126,9.32,0,1,0,13.0,0,0,75.0,-3.8,1.0,0
35,17.69,0,1,0,12.0,1,1,57.0,-4.8,1.0,0
48,3.23,0,1,0,14.1,1,1,77.0,-2.7,1.0,0
96,6.46,0,1,1,12.7,1,1,67.0,-4.1,1.0,0
94,15.54,0,1,1,13.3,1,1,72.0,-3.5,1.0,0
75,11.03,0,1,0,13.0,1,1,60.0,-3.8,1.0,0
17,2.97,0,1,0,15.1,1,1,27.0,-1.7,2.0,0
81,14.22,0,1,0,12.4,0,0,77.0,-4.4,2.0,0
2,7.95,1,0,0,15.0,0,1,16.0,-1.8,2.0,0
34,7.27,0,1,0,12.0,0,0,71.0,-4.8,2.0,0
126,4.11,0,1,0,12.2,0,0,72.0,-4.6,2.0,0
34,17.94,0,1,0,13.2,0,0,58.0,-3.6,2.0,0
126,6.62,0,1,0,12.7,0,0,75.0,-4.1,2.0,0
4,10.8,1,0,0,15.9,0,0,19.0,-0.9,2.0,0
36,8.16,0,1,0,14.7,0,0,34.0,-2.1,1.0,0
128,6.87,0,1,0,13.5,0,0,72.0,-3.3,1.0,0
35,11.54,0,1,0,11.6,0,0,56.0,-5.2,1.0,0
90,11.1,0,1,0,12.4,0,0,81.0,-4.4,1.0,0
123,11.34,0,1,0,12.6,0,0,73.0,-4.2,1.0,0
82,19.37,0,1,0,14.2,0,0,80.0,-2.6,1.0,0
67,9.18,1,0,1,12.7,0,0,54.0,-4.1,1.0,0
59,3.71,1,0,1,13.0,0,0,51.0,-3.8,1.0,0
105,15.81,1,0,1,12.6,0,0,50.0,-4.2,1.0,0
86,12.44,0,1,0,13.3,0,0,71.0,-3.5,1.0,0
1,1.5,0,1,0,14.55,0,0,64.94872262773723,-2.25,1.0,0
62,5.22,0,1,0,14.0,0,0,55.0,-2.8,1.0,0
5,0.75,0,1,0,15.0,0,0,64.94872262773724,-1.8,1.0,0
45,9.0,0,1,0,12.6,0,0,45.0,-4.2,1.0,0
48,13.53,0,1,0,15.4,0,0,68.0,-1.4,1.0,0
45,2.1,0,1,0,17.7,0,0,97.0,0.9,1.0,0
36,15.31,0,1,0,13.5,0,0,58.0,-3.3,1.0,0
34,4.3,0,1,0,13.3,0,0,59.0,-3.5,1.0,0
129,5.89,0,1,0,12.9,0,0,65.0,-3.9,1.0,0
40,10.2,1,1,0,11.3,0,0,42.0,-5.5,1.0,0
44,11.81,0,1,0,14.5,0,0,77.0,-2.3,1.0,0
84,10.53,0,1,0,10.8,0,0,72.0,-6.0,1.0,0
64,2.65,0,1,0,11.3,0,0,46.0,-5.5,1.0,0
47,13.51,0,1,0,12.7,0,0,70.0,-4.1,1.0,0
46,1.55,0,1,0,12.7,0,0,59.0,-4.1,1.0,0
83,8.35,0,1,0,11.5,0,0,45.0,-5.3,1.0,0
46,8.76,0,1,0,13.6,0,0,77.0,-3.2,1.0,0
91,6.53,0,0,1,12.0,0,0,51.0,-4.8,1.0,0
95,16.27,0,1,1,12.2,0,0,58.0,-4.6,1.0,0
69,8.5,0,1,1,13.3,0,0,84.0,-3.5,1.0,0
12,11.68,1,0,1,11.4,0,0,44.0,-5.4,1.0,0
76,2.34,0,1,1,12.9,0,0,80.0,-3.9,1.0,0
119,10.26,0,1,1,12.6,0,0,65.0,-4.2,1.0,0
33,8.91,0,0,1,12.4,0,0,43.0,-4.4,1.0,0
36,2.91,0,0,1,12.3,0,0,48.0,-4.5,1.0,0
18,2.64,0,0,1,13.6,0,0,31.0,-3.2,1.0,0
47,6.53,0,0,1,13.2,0,0,42.0,-3.6,1.0,0
14,1.62,0,0,1,13.2,0,0,42.0,-3.6,1.0,0
11,2.43,0,0,1,18.71,0,0,52.375,1.91,1.0,0
109,9.99,0,1,0,12.2,0,0,51.0,-4.6,1.0,0
82,11.35,0,1,1,11.6,0,0,62.0,-5.2,1.0,0
57,13.13,0,1,0,13.3,0,0,69.0,-3.5,1.0,0
61,4.96,0,1,0,12.8,0,0,69.0,-4.0,1.0,0
71,9.91,0,1,1,12.3,0,0,66.0,-4.5,1.0,0
82,10.44,0,1,1,13.0,0,0,85.0,-3.8,1.0,0
82,7.87,1,1,0,11.6,1,0,42.0,-5.2,1.0,0
4,3.46,1,1,0,13.1,1,0,15.0,-3.7,1.0,0
53,4.52,1,1,0,12.1,1,0,47.0,-4.7,1.0,0
54,14.81,1,1,0,11.8,0,0,53.0,-5.0,1.0,0
43,7.74,1,0,1,13.6,0,0,36.0,-3.2,1.0,0
122,3.89,1,0,1,10.7,0,0,47.0,-6.1,1.0,0
17,9.9,1,1,1,14.7,1,0,38.0,-2.1,0.0,0
58,3.94,0,1,1,13.7,1,0,57.38461538461539,-3.1,0.0,0
41,14.15,0,0,1,13.96,0,0,55.4375,-2.84,0.0,0
103,9.28,0,1,0,12.8,0,0,40.0,-4.0,0.0,0
97,9.96,0,1,0,14.3,0,0,59.0,-2.5,0.0,0
117,20.09,0,1,0,14.6,0,0,55.0,-2.2,0.0,0
120,15.5,0,0,1,12.6,0,1,61.0,-4.2,0.0,0
71,10.94,0,1,0,13.9,0,0,78.0,-2.9,0.0,0
73,14.0,0,1,0,14.1,0,0,80.0,-2.7,0.0,0
81,9.3,0,1,0,11.9,1,0,76.0,-4.9,0.0,0
112,11.57,0,1,0,11.7,1,0,80.0,-5.1,0.0,0
104,14.52,0,1,1,12.1,1,0,73.0,-4.7,0.0,0
76,12.34,0,1,0,12.6,1,0,67.0,-4.2,0.0,0
75,7.72,0,1,1,12.9,1,0,55.0,-3.9,0.0,0
76,10.5,1,1,1,13.8,1,0,46.0,-3.0,0.0,1
4,0.6,1,0,0,14.8,0,0,21.0,-2.0,1.0,1
3,0.4,1,0,0,13.7,0,0,22.0,-3.1,1.0,1
4,0.6,1,0,0,15.4,0,0,22.0,-1.4,1.0,1
20,3.6,1,1,1,18.0,0,0,44.0,1.2,1.0,1
24,2.5,1,0,1,10.5,0,0,42.0,-6.3,1.0,1
20,1.9,1,1,1,9.3,0,0,48.0,-7.5,1.0,1
20,3.6,1,1,1,18.0,0,0,43.0,1.2,1.0,1
4,0.6,1,0,0,14.4,0,0,22.0,-2.4,1.0,1
4,0.6,1,0,0,14.9,0,0,24.0,-1.9,1.0,1
27,2.4,1,0,1,8.9,0,0,29.0,-7.9,1.0,1
20,3.7,1,1,1,18.6,0,0,45.0,1.8,1.0,1
20,3.7,1,1,1,18.5,0,0,44.0,1.7,1.0,1
20,1.8,1,1,1,8.8,0,0,44.0,-8.0,1.0,1
37,3.6,1,0,1,9.8,0,0,45.0,-7.0,1.0,1
2,0.4,1,0,0,19.0,1,0,11.0,2.2,1.0,1
20,3.5,1,1,1,17.7,0,0,48.0,0.9,1.0,1
20,1.6,1,1,1,7.8,0,0,47.0,-9.0,1.0,1
20,3.4,1,1,1,17.0,0,0,40.0,0.2,1.0,1
22,1.9,1,0,1,8.6,0,0,41.0,-8.2,1.0,1
20,3.4,1,1,1,17.0,0,0,43.0,0.2,1.0,1
84,11.3,1,0,1,13.4,0,0,66.0,-3.4,1.0,1
41,5.5,1,0,1,13.4,0,0,48.0,-3.4,1.0,1
89,11.6,1,0,1,13.0,0,0,73.0,-3.8,1.0,1
27,3.3,1,0,1,12.3,0,0,51.0,-4.5,1.0,1
24,1.9,1,0,1,8.0,0,0,36.0,-8.8,1.0,1
20,3.4,1,1,1,17.1,0,0,49.0,0.3,1.0,1
5,0.4,1,0,0,8.1,0,0,24.0,-8.7,1.0,1
16,1.6,1,0,0,10.0,0,0,35.0,-6.8,1.0,1
20,3.5,1,1,1,17.5,0,0,45.0,0.7,1.0,1
20,3.5,1,1,1,17.4,0,0,41.0,0.6,1.0,1
20,1.6,1,1,1,8.0,0,0,45.0,-8.8,1.0,1
29,2.5,1,0,1,8.7,0,0,37.0,-8.1,1.0,1
20,3.4,1,1,1,16.9,0,0,49.0,0.1,1.0,1
20,1.5,1,1,1,7.7,0,0,45.0,-9.1,1.0,1
20,3.4,1,1,1,17.1,0,0,51.0,0.3,1.0,1
11,1.4,1,0,0,12.3,0,0,33.0,-4.5,1.0,1
16,2.0,1,0,0,12.8,0,0,30.0,-4.0,1.0,1
5,1.1,1,0,0,22.5,0,0,26.0,5.7,1.0,1
90,12.4,1,0,1,13.8,0,0,49.0,-3.0,1.0,1
20,1.7,1,1,1,8.6,0,0,44.0,-8.2,1.0,1
20,3.5,1,1,1,17.6,0,0,50.0,0.8,1.0,1
9,1.2,1,0,0,13.5,0,0,22.0,-3.3,1.0,1
24,2.1,1,0,1,8.6,0,0,26.0,-8.2,1.0,1
20,3.5,1,1,1,17.6,0,0,49.0,0.8,1.0,1
20,3.7,1,1,1,18.5,0,0,50.0,1.7,1.0,1
20,1.8,1,1,1,9.0,0,0,49.0,-7.8,1.0,1
20,1.8,1,1,1,9.2,0,0,47.0,-7.6,1.0,1
20,3.5,1,1,1,17.4,0,0,50.0,0.6,1.0,1
3,0.5,1,0,0,15.0,0,0,25.0,-1.8,1.0,1
6,0.7,1,0,0,12.0,0,0,22.0,-4.8,1.0,1
5,0.7,1,0,0,14.5,0,0,22.0,-2.3,1.0,1
15,1.9,1,0,0,12.8,0,0,24.0,-4.0,1.0,1
20,1.8,1,1,1,9.0,0,0,46.0,-7.8,1.0,1
20,3.5,1,1,1,17.5,0,0,49.0,0.7,1.0,1
20,3.5,1,1,1,17.4,0,0,50.0,0.6,1.0,1
20,1.6,1,1,1,8.0,0,0,46.0,-8.8,1.0,1
24,2.0,1,0,1,8.5,0,0,35.0,-8.3,1.0,1
20,3.6,1,1,1,17.8,0,0,46.0,1.0,1.0,1
22,2.2,1,0,1,10.0,0,0,32.0,-6.8,1.0,1
20,3.6,1,1,1,18.1,0,0,51.0,1.3,1.0,1
20,1.6,1,1,1,8.0,0,0,49.0,-8.8,1.0,1
20,3.3,1,1,1,16.6,0,0,48.0,-0.2,1.0,1
173,20.8,0,1,0,12.0,0,0,69.0,-4.8,1.0,1
9,1.1,1,0,0,12.3,0,0,23.0,-4.5,1.0,1
192,21.5,0,1,0,11.2,0,0,59.0,-5.6,1.0,1
20,3.3,1,1,1,16.6,0,0,47.0,-0.2,1.0,1
20,1.6,1,1,1,8.0,0,0,50.0,-8.8,1.0,1
20,3.3,1,1,1,16.5,0,0,48.0,-0.3,1.0,1
20,1.4,1,1,1,6.9,0,0,49.0,-9.9,1.0,1
20,3.3,1,1,1,16.4,0,0,47.0,-0.4,1.0,1
20,3.3,1,1,1,16.7,0,0,44.0,-0.1,1.0,1
2,0.3,1,0,0,14.6,0,0,24.0,-2.2,1.0,1
21,1.4,1,0,1,6.7,0,0,40.0,-10.1,1.0,1
24,1.7,1,0,1,7.2,0,0,37.0,-9.6,1.0,1
20,3.2,1,1,1,16.2,0,0,46.0,-0.6,1.0,1
8,1.1,1,0,0,13.7,0,0,27.0,-3.1,1.0,1
7,0.6,1,0,0,9.0,0,0,33.0,-7.8,1.0,1
20,1.4,1,1,1,7.2,0,0,43.0,-9.6,1.0,1
20,3.4,1,1,1,16.9,0,0,51.0,0.1,1.0,1
20,1.4,1,1,1,7.2,0,0,42.0,-9.6,1.0,1
20,3.5,1,1,1,17.4,0,0,48.0,0.6,1.0,1
24,1.9,1,0,1,8.0,0,0,42.0,-8.8,1.0,1
20,3.6,1,1,1,17.9,0,0,47.0,1.1,1.0,1
20,1.6,1,1,1,8.1,0,0,37.0,-8.7,1.0,1
20,3.4,1,1,1,17.1,0,0,46.0,0.3,1.0,1
20,1.7,1,1,1,8.5,0,0,44.0,-8.3,1.0,1
20,3.7,1,1,1,18.3,0,0,53.0,1.5,1.0,1
22,3.0,1,0,1,13.8,0,0,50.0,-3.0,1.0,1
26,3.4,1,0,1,13.1,0,0,39.0,-3.7,1.0,1
192,22.8,0,1,0,11.9,0,0,69.0,-4.9,1.0,1
162,18.0,0,1,0,11.1,0,0,79.0,-5.7,1.0,1
24,2.0,1,0,1,8.4,0,0,37.0,-8.4,1.0,1
20,3.5,1,1,1,17.6,0,0,49.0,0.8,1.0,1
19,1.4,1,1,1,7.5,0,0,50.0,-9.3,1.0,0
20,3.4,1,1,1,17.2,0,0,50.0,0.4,1.0,0
13,1.6,1,0,0,12.4,0,0,23.0,-4.4,1.0,0
163,20.4,0,1,0,12.5,0,0,66.0,-4.3,1.0,0
51,7.1,1,0,1,14.0,0,0,40.0,-2.8,1.0,0
71,8.6,1,0,1,12.1,0,0,51.0,-4.7,1.0,0
62,7.1,1,0,1,11.4,0,0,62.0,-5.4,1.0,0
17,2.5,1,0,0,14.9,0,0,44.0,-1.9,1.0,0
36,4.9,1,0,1,13.5,0,0,56.0,-3.3,1.0,0
42,6.0,1,0,1,14.4,0,0,21.0,-2.4,1.0,0
6,0.8,1,0,0,13.6,0,0,31.0,-3.2,1.0,0
3,0.4,1,0,0,12.3,0,0,23.0,-4.5,1.0,0
4,0.6,1,0,0,14.1,0,0,20.0,-2.7,1.0,0
230,27.8,0,1,0,12.1,0,0,69.0,-4.7,1.0,0
63,6.9,1,0,1,11.0,0,0,40.0,-5.8,1.0,0
20,3.7,1,1,1,18.4,0,0,42.0,1.6,1.0,0
19,1.6,1,1,1,8.3,0,0,51.0,-8.5,1.0,0
19,3.4,1,1,1,17.8,0,0,51.0,1.0,1.0,0
10,1.5,1,0,0,14.9,0,0,13.0,-1.9,1.0,0
2,0.3,1,0,0,15.9,0,0,19.0,-0.9,1.0,0
4,0.5,1,0,0,11.6,0,0,24.0,-5.2,1.0,0
4,0.5,1,0,0,12.2,0,0,25.0,-4.6,1.0,0
19,1.4,1,1,1,7.5,0,0,50.0,-9.3,1.0,0
20,3.5,1,1,1,17.7,0,0,51.0,0.9,1.0,0
24,2.1,1,0,1,8.9,0,0,33.0,-7.9,1.0,0
20,3.5,1,1,1,17.5,0,0,41.0,0.7,1.0,0
19,1.4,1,1,1,7.4,0,0,41.0,-9.4,1.0,0
20,3.4,1,1,1,16.8,0,0,47.0,0.0,1.0,0
19,1.3,1,1,1,6.8,0,0,54.0,-10.0,1.0,0
20,3.5,1,1,1,17.5,0,0,50.0,0.7,1.0,0
24,1.8,1,0,1,7.3,0,0,34.0,-9.5,1.0,0
20,3.3,1,1,1,16.6,0,0,47.0,-0.2,1.0,0
178,20.8,0,1,0,11.7,0,0,61.0,-5.1,1.0,0
82,9.3,1,0,1,11.3,0,0,73.0,-5.5,1.0,0
14,1.6,1,0,0,11.4,0,0,58.0,-5.4,1.0,0
14,2.0,1,0,0,14.4,0,0,61.0,-2.4,1.0,0
264,30.1,0,1,0,11.4,0,0,68.0,-5.4,1.0,0
14,1.7,1,0,0,12.4,0,0,61.0,-4.4,1.0,0
24,2.2,1,0,1,9.0,0,0,25.0,-7.8,1.0,0
20,3.7,1,1,1,18.4,0,0,42.0,1.6,1.0,0
4,0.7,1,0,0,16.8,0,0,8.0,0.0,1.0,0
20,1.6,1,1,1,8.1,0,0,31.0,-8.7,1.0,0
20,3.3,1,1,1,16.7,0,0,46.0,-0.1,1.0,0
19,1.4,1,1,1,7.6,0,0,49.0,-9.2,1.0,0
19,3.2,1,1,1,16.8,0,0,46.0,0.0,1.0,0
13,1.5,1,0,0,11.8,0,0,23.0,-5.0,1.0,0
77,9.3,1,0,1,12.1,0,0,52.0,-4.7,1.0,0
19,2.3,1,1,1,12.0,0,0,32.0,-4.8,1.0,0
13,1.4,1,0,0,10.8,0,0,22.0,-6.0,1.0,0
19,1.0,1,1,1,5.4,0,0,46.0,-11.4,1.0,0
19,3.1,1,1,1,16.2,0,0,51.0,-0.6,1.0,0
311,33.0,0,1,0,10.6,0,0,77.0,-6.2,1.0,0
294,30.3,0,1,0,10.3,0,0,55.0,-6.5,1.0,0
13,1.5,1,0,0,11.2,0,0,46.0,-5.6,1.0,0
43,4.4,1,0,1,10.2,0,0,37.0,-6.6,1.0,0
28,3.4,1,0,1,12.0,0,0,48.0,-4.8,1.0,0
6,0.6,1,0,0,9.3,0,0,23.0,-7.5,1.0,0
19,2.9,1,1,1,15.0,0,0,47.0,-1.8,1.0,0
19,1.8,1,1,1,9.3,0,0,51.0,-7.5,1.0,0
20,2.5,1,1,1,12.3,0,0,32.0,-4.5,1.0,0
4,0.2,1,0,0,5.8,0,0,28.0,-11.0,1.0,0
21,2.6,1,0,1,12.4,0,0,21.0,-4.4,1.0,0
56,5.4,1,0,1,9.6,0,0,46.0,-7.2,1.0,0
58,5.7,1,0,1,9.9,0,0,31.0,-6.9,1.0,0
345,38.3,0,1,0,11.1,0,0,61.0,-5.7,1.0,0
8,0.6,1,0,0,7.3,0,0,24.0,-9.5,1.0,0
323,35.5,0,1,0,11.0,0,0,76.0,-5.8,1.0,0
2,0.3,1,0,0,14.2,0,0,20.0,-2.6,1.0,0
25,2.1,1,0,1,8.5,0,0,34.0,-8.3,1.0,0
20,3.4,1,1,1,17.0,0,0,47.0,0.2,1.0,0
19,1.8,1,1,1,9.7,0,0,45.0,-7.1,1.0,0
20,3.4,1,1,1,17.1,0,0,51.0,0.3,1.0,0
356,45.2,0,1,0,12.7,0,0,71.0,-4.1,1.0,0
3,0.4,1,0,0,12.7,0,0,26.0,-4.1,1.0,0
5,0.5,1,0,0,10.1,0,0,21.0,-6.7,1.0,0
272,29.9,0,1,0,11.0,0,0,72.0,-5.8,1.0,0
19,1.3,1,1,1,6.6,0,0,48.0,-10.2,1.0,0
19,3.0,1,1,1,15.9,0,0,49.0,-0.9,1.0,0
22,1.3,1,0,1,5.9,0,0,41.0,-10.9,1.0,0
19,3.1,1,1,1,16.4,0,0,53.0,-0.4,1.0,0
19,1.3,1,1,1,6.7,0,0,24.0,-10.1,1.0,0
19,3.1,1,1,1,16.5,0,0,42.0,-0.3,1.0,0
20,1.2,1,1,1,6.0,0,0,46.0,-10.8,1.0,0
19,3.1,1,1,1,16.1,0,0,50.0,-0.7,1.0,0
19,3.1,1,1,1,16.1,0,0,47.0,-0.7,1.0,0
22,1.6,1,0,1,7.3,0,0,43.0,-9.5,1.0,0
20,1.2,1,1,1,6.1,0,0,49.0,-10.7,1.0,0
19,2.9,1,1,1,15.0,0,0,49.0,-1.8,1.0,0
22,1.6,1,0,1,7.2,0,0,42.0,-9.6,1.0,0
19,3.0,1,1,1,15.9,0,0,53.0,-0.9,1.0,0
20,1.4,1,1,1,7.2,0,0,46.0,-9.6,1.0,0
22,3.3,1,0,1,15.2,0,0,46.0,-1.6,1.0,0
21,1.4,1,0,1,6.8,0,0,46.0,-10.0,1.0,0
16,1.7,1,0,0,10.4,0,0,29.0,-6.4,1.0,0
19,3.1,1,1,1,16.3,0,0,49.0,-0.5,1.0,0
20,1.2,1,1,1,6.1,0,0,47.0,-10.7,1.0,0
19,2.9,1,1,1,15.3,0,0,53.0,-1.5,1.0,0
83,10.0,1,0,1,12.0,0,0,71.0,-4.8,1.0,0
84,10.6,1,0,1,12.6,0,0,69.0,-4.2,1.0,0
30,3.2,1,0,1,10.8,0,0,38.0,-6.0,1.0,0
19,1.4,1,1,1,7.3,0,0,52.0,-9.5,1.0,0
19,3.0,1,1,1,16.0,0,0,52.0,-0.8,1.0,0
19,1.4,1,1,1,7.2,0,0,50.0,-9.6,1.0,0
19,3.1,1,1,1,16.1,0,0,48.0,-0.7,1.0,0
29,2.2,1,0,1,7.7,0,0,31.0,-9.1,1.0,0
19,3.0,1,1,1,15.6,0,0,47.0,-1.2,1.0,0
1,0.1,1,0,0,14.2,0,0,15.0,-2.6,1.0,0
21,1.5,1,0,1,7.0,0,0,52.0,-9.8,1.0,0
4,0.4,1,0,0,10.9,0,0,25.0,-5.9,1.0,0
19,3.1,1,1,1,16.1,0,0,47.0,-0.7,1.0,0
24,1.8,1,0,1,7.3,0,0,38.0,-9.5,1.0,0
20,3.3,1,1,1,16.5,0,0,48.0,-0.3,1.0,0
22,1.3,1,0,1,6.1,0,0,38.0,-10.7,1.0,0
20,3.3,1,1,1,16.7,0,0,56.0,-0.1,1.0,0
19,1.4,1,1,1,7.2,0,0,52.0,-9.6,1.0,0
20,3.2,1,1,1,16.2,0,0,49.0,-0.6,1.0,0
22,1.5,1,0,1,6.8,0,0,43.0,-10.0,1.0,0
1,0.1,1,0,0,10.1,0,0,21.0,-6.7,1.0,0
20,3.2,1,1,1,15.9,0,0,48.0,-0.9,1.0,0
19,1.3,1,1,1,6.6,0,0,49.0,-10.2,1.0,0
20,3.3,1,1,1,16.4,0,0,54.0,-0.4,1.0,0
2,0.3,1,0,0,12.8,0,0,23.0,-4.0,1.0,0
21,1.4,1,0,1,6.8,0,0,53.0,-10.0,1.0,0
19,3.1,1,1,1,16.2,0,0,48.0,-0.6,1.0,0
25,1.9,1,0,1,7.6,0,0,38.0,-9.2,1.0,0
20,3.1,1,1,1,15.7,0,0,54.0,-1.1,1.0,0
176,19.5,0,1,0,11.1,0,0,64.0,-5.7,1.0,0
200,20.0,0,1,0,10.0,0,0,68.0,-6.8,1.0,0
20,3.4,1,1,1,17.0,0,0,48.0,0.2,1.0,0
22,1.7,1,0,1,7.6,0,0,42.0,-9.2,1.0,0
20,3.1,1,1,1,15.7,0,0,46.0,-1.1,1.0,0
24,2.2,1,0,1,9.2,0,0,38.0,-7.6,1.0,0
19,3.1,1,1,1,16.1,0,0,47.0,-0.7,1.0,0
22,2.1,1,0,1,9.7,0,0,34.0,-7.1,1.0,0
2,0.3,1,0,0,14.6,0,0,32.0,-2.2,1.0,0
19,3.2,1,1,1,16.8,0,0,47.0,0.0,1.0,0
22,1.7,1,0,1,7.9,0,0,42.0,-8.9,1.0,0
19,3.1,1,1,1,16.2,0,0,43.0,-0.6,1.0,0
82,9.8,1,0,1,12.0,0,0,75.0,-4.8,1.0,0
164,18.9,0,1,0,11.5,0,0,64.0,-5.3,1.0,0
103,12.6,1,0,1,12.2,0,0,51.0,-4.6,1.0,0
159,17.6,0,1,0,11.1,0,0,75.0,-5.7,1.0,0
87,9.4,1,0,1,10.8,0,0,54.0,-6.0,1.0,0
