trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
20,3.84,1,1,1,19.2,0,0,52.0,2.4,2.0,1
20,2.28,1,1,1,11.4,0,1,45.0,-5.4,0.0,1
20,3.78,1,1,1,18.9,0,0,45.0,2.1,0.0,1
4,0.58,1,0,0,14.7,0,0,24.0,-2.1,0.0,1
4,0.56,1,0,0,14.0,0,0,26.0,-2.8,0.0,1
5,0.75,1,0,0,15.1,0,0,19.0,-1.7,0.0,1
10,1.44,1,0,0,14.4,0,0,23.0,-2.4,0.0,1
20,3.04,1,0,1,15.2,0,0,47.0,-1.6,0.0,1
20,3.04,1,0,1,15.2,0,0,40.0,-1.6,0.0,1
20,2.06,1,1,1,10.3,0,0,39.0,-6.5,0.0,1
20,4.12,1,1,1,20.6,0,0,49.0,3.8,2.0,1
36,3.6,1,0,1,10.0,0,0,41.0,-6.8,0.0,1
20,3.78,1,1,1,18.9,0,0,48.0,2.1,0.0,1
20,1.86,1,1,1,9.3,0,0,4.0,-7.5,0.0,1
20,3.7,1,1,1,18.5,0,0,42.0,1.7,0.0,1
20,1.82,1,1,1,9.1,0,0,45.0,-7.7,0.0,1
20,3.94,1,1,1,19.7,0,0,47.0,2.9,0.0,1
20,1.8,1,1,1,9.0,0,0,50.0,-7.8,0.0,1
20,3.7,1,1,1,18.5,0,0,49.0,1.7,0.0,1
55,8.69,1,0,1,15.8,0,0,31.0,-1.0,0.0,1
102,14.17,0,1,0,13.9,0,0,49.0,-2.9,1.0,1
7,1.12,1,0,0,16.0,0,0,29.0,-0.8,1.0,1
7,0.86,1,0,0,12.3,0,0,28.0,-4.5,0.0,1
20,1.79,1,1,1,8.9,0,0,45.0,-7.9,0.0,1
20,3.72,1,1,1,18.6,0,0,47.0,1.8,0.0,1
23,2.23,1,1,1,9.7,0,0,53.0,-7.1,0.0,1
20,3.64,1,1,1,18.2,0,0,45.0,1.4,0.0,1
20,1.66,1,1,1,8.3,0,0,38.0,-8.5,0.0,1
20,3.9,1,1,1,19.5,0,0,42.0,2.7,0.0,1
7,1.0,1,0,0,14.4,0,0,28.0,-2.4,0.0,1
20,1.92,1,1,1,9.6,0,0,44.0,-7.2,0.0,1
20,3.9,1,1,1,19.5,0,0,40.0,2.7,0.0,1
20,1.9,1,1,1,9.5,0,0,49.0,-7.3,0.0,1
20,3.92,1,1,1,19.6,0,0,44.0,2.8,0.0,1
387,54.56,0,1,0,14.1,0,0,76.0,-2.7,1.0,1
175,24.85,0,1,1,14.2,0,0,64.0,-2.6,1.0,1
552,73.41,0,1,0,13.3,0,0,72.0,-3.5,1.0,1
2,0.29,1,0,0,14.9,0,0,17.0,-1.9,0.0,1
35,4.23,1,1,1,12.1,0,0,35.0,-4.7,0.0,1
20,3.64,1,1,1,18.2,0,0,44.0,1.4,0.0,1
20,1.88,1,1,1,9.4,0,0,49.0,-7.4,0.0,1
20,3.76,1,1,1,18.8,0,0,47.0,2.0,0.0,1
2,0.33,1,0,0,16.9,0,0,28.0,0.1,0.0,1
22,2.2,1,1,1,10.0,0,0,43.0,-6.8,0.0,1
20,4.62,1,1,1,23.1,1,1,43.0,6.3,0.0,1
20,1.9,1,1,1,9.5,0,0,47.0,-7.3,0.0,1
20,3.88,1,1,1,19.4,1,0,40.0,2.6,0.0,1
359,50.26,0,1,1,14.0,0,0,71.0,-2.8,0.0,1
345,56.58,0,1,0,16.4,0,0,78.0,-0.4,2.0,1
17,2.31,1,0,0,13.6,0,0,36.0,-3.2,1.0,1
20,1.94,1,1,1,9.7,0,0,37.0,-7.1,0.0,1
20,4.0,1,1,1,20.1,0,0,45.0,3.3,0.0,1
20,2.0,1,1,1,10.1,0,0,42.0,-6.7,1.0,1
20,3.54,1,1,1,17.7,0,0,45.0,0.9,1.0,1
46,5.75,1,1,1,12.5,0,0,39.0,-4.3,1.0,1
20,3.6,1,1,1,18.0,0,0,48.0,1.2,0.0,1
2,0.32,1,0,0,16.0,0,0,27.0,-0.8,0.0,1
2,0.25,1,0,0,12.8,0,0,19.0,-4.0,0.0,1
20,1.92,1,1,1,9.6,0,0,45.0,-7.2,0.0,1
20,4.0,1,1,1,20.3,0,0,38.0,3.5,2.0,1
37,3.77,1,1,1,10.2,0,0,42.0,-6.6,0.0,1
20,3.66,1,0,0,18.3,0,0,43.0,1.5,0.0,1
4,0.53,1,0,0,13.4,0,0,25.0,-3.4,0.0,1
5,0.66,1,1,0,13.3,0,0,32.0,-3.5,0.0,1
2,0.32,1,0,0,16.0,0,0,24.0,-0.8,0.0,1
71,9.79,0,1,0,13.8,0,0,56.0,-3.0,1.0,1
49,6.46,1,1,0,13.2,0,0,50.0,-3.6,1.0,1
20,1.84,1,1,1,9.2,0,0,43.0,-7.6,0.0,1
20,3.8,1,1,1,19.0,0,0,44.0,2.2,0.0,1
33,3.0,1,0,1,9.2,0,0,42.0,-7.6,1.0,1
20,3.68,1,1,1,18.4,0,0,52.0,1.6,0.0,1
21,1.6,1,1,1,7.7,0,0,40.0,-9.1,0.0,1
20,4.16,1,1,1,20.8,0,1,40.0,4.0,2.0,1
2,0.3,1,0,0,15.2,0,0,26.0,-1.6,0.0,1
22,2.0,1,1,1,9.2,0,0,44.0,-7.6,0.0,1
20,3.82,1,1,1,19.1,0,0,45.0,2.3,0.0,1
20,1.82,1,1,1,9.1,0,0,49.0,-7.7,0.0,1
20,3.72,1,1,0,18.6,0,0,47.0,1.8,0.0,1
270,41.5,1,1,0,15.4,0,0,71.0,-1.4,2.0,1
17,2.29,1,0,0,13.5,0,0,38.0,-3.3,0.0,1
269,38.73,0,1,1,14.4,0,0,74.0,-2.4,2.0,1
36,4.0,1,0,1,11.2,0,0,45.0,-5.6,0.0,1
20,3.7,1,1,1,18.7,0,0,43.0,1.9,0.0,1
20,1.86,1,1,1,9.3,0,0,50.0,-7.5,0.0,1
20,3.8,1,1,1,19.0,0,0,47.0,2.2,0.0,1
33,3.7,1,0,1,11.3,0,0,40.0,-5.5,0.0,1
20,3.62,1,1,1,18.1,0,0,43.0,1.3,0.0,1
2,0.36,1,0,0,18.0,0,0,23.0,1.2,0.0,1
41,5.12,1,1,0,12.5,0,0,31.0,-4.3,0.0,1
20,3.9,1,1,1,19.0,0,0,46.0,2.2,0.0,1
20,1.96,1,1,1,9.8,0,0,33.0,-7.0,0.0,1
20,3.64,1,1,1,18.2,0,0,45.0,1.4,0.0,1
20,3.22,1,0,0,16.1,0,1,39.0,-0.7,1.0,1
4,0.58,1,0,0,14.5,0,0,28.0,-2.3,1.0,1
89,11.7,0,1,0,13.2,0,0,56.0,-3.6,1.0,1
103,14.7,0,1,0,14.3,0,0,66.0,-2.5,1.0,1
2,0.39,1,0,0,19.7,0,0,20.0,2.9,1.0,1
20,1.76,1,1,1,8.8,0,0,46.0,-8.0,1.0,1
20,3.6,1,1,1,18.0,0,0,39.0,1.2,1.0,1
20,1.86,1,1,1,9.3,0,0,38.0,-7.5,1.0,1
20,3.6,1,1,1,18.0,0,0,48.0,1.2,1.0,1
33,3.3,1,0,1,10.0,0,0,41.0,-6.8,1.0,1
20,3.74,1,1,1,18.7,0,0,39.0,1.9,0.0,1
2,0.35,1,0,0,17.8,0,0,16.0,1.0,0.0,1
6,0.86,1,0,0,14.4,0,0,24.0,-2.4,0.0,0
20,1.76,1,1,1,8.8,0,0,46.0,-8.0,0.0,0
20,3.78,1,1,1,18.9,0,0,54.0,2.1,0.0,0
17,2.1,1,0,0,12.6,0,0,35.0,-4.2,1.0,0
42,5.25,0,1,0,12.5,0,0,60.0,-4.3,1.0,0
26,3.97,0,1,1,15.3,0,0,41.0,-1.5,0.0,0
79,8.9,1,1,0,13.3,0,0,43.0,-3.5,1.0,0
20,1.86,1,1,1,9.3,0,0,40.0,-7.5,0.0,0
20,4.22,1,1,1,21.1,0,0,50.0,4.3,2.0,0
20,1.78,1,1,1,8.9,0,0,32.0,-7.9,0.0,0
20,3.74,1,1,1,18.7,0,0,42.0,1.9,0.0,0
33,3.43,1,1,1,10.4,0,0,30.0,-6.4,0.0,0
20,3.7,1,1,1,18.5,0,0,39.0,1.7,0.0,0
15,2.0,1,0,1,13.4,0,0,38.0,-3.4,0.0,0
2,0.24,1,0,0,12.4,0,0,19.0,-4.4,0.0,0
20,1.9,1,1,1,9.5,0,0,39.0,-7.3,0.0,0
20,3.74,1,1,1,18.7,0,0,38.0,1.9,0.0,0
20,3.74,1,1,1,18.7,0,0,39.0,1.9,0.0,0
20,1.86,1,0,1,9.3,0,0,50.0,-7.5,0.0,0
4,0.48,1,0,0,12.2,0,0,25.0,-4.6,1.0,0
5,0.6,1,0,0,12.1,0,0,24.0,-4.7,1.0,0
15,1.84,1,0,0,12.3,0,0,23.0,-4.5,1.0,0
642,84.1,0,1,0,13.1,0,0,76.0,-3.7,0.0,0
85,5.95,1,0,1,7.0,0,0,38.0,-9.8,0.0,0
77,13.7,1,0,1,17.8,0,0,40.0,1.0,0.0,0
161,19.32,1,1,1,12.0,0,0,67.0,-4.8,0.0,0
23,2.85,1,0,0,12.4,0,0,48.0,-4.4,1.0,0
104,14.14,1,1,1,13.6,0,0,58.0,-3.2,0.0,0
7,1.13,1,0,0,16.2,0,0,27.0,-0.6,0.0,0
7,0.61,1,0,0,8.8,0,0,23.0,-8.0,0.0,0
331,42.7,0,0,1,12.9,0,0,55.0,-3.9,1.0,0
173,21.6,0,1,0,12.5,0,0,62.0,-4.3,1.0,0
187,23.18,0,1,1,12.4,0,0,64.0,-4.4,1.0,0
30,4.0,1,0,1,13.54,0,0,32.0,-3.26,0.0,0
9,1.17,1,0,0,13.1,0,0,33.0,-3.7,0.0,0
43,4.77,0,1,0,11.1,0,0,59.0,-5.7,1.0,0
28,3.64,1,1,0,13.0,0,0,59.0,-3.8,0.0,0
36,4.42,1,1,0,12.3,0,0,46.0,-4.5,0.0,0
43,5.28,0,1,0,12.3,0,0,61.0,-4.5,0.0,0
21,1.76,1,1,1,8.4,0,0,31.0,-8.4,0.0,0
20,3.52,1,1,1,17.6,0,0,50.0,0.8,0.0,0
20,1.5,1,1,1,7.5,0,0,36.0,-9.3,0.0,0
20,3.52,1,1,1,17.6,0,0,46.0,0.8,0.0,0
36,3.24,1,0,1,9.0,0,0,40.0,-7.8,0.0,0
20,3.46,1,1,1,17.3,0,0,51.0,0.5,0.0,0
25,2.07,1,1,1,8.3,0,0,38.0,-8.5,0.0,0
20,3.28,1,1,1,16.4,0,0,50.0,-0.4,0.0,0
20,1.54,1,1,1,7.7,0,0,46.0,-9.1,0.0,0
20,3.34,1,1,1,16.7,0,0,46.0,-0.1,0.0,0
107,11.98,0,1,0,11.2,0,0,73.0,-5.6,1.0,0
84,9.32,0,1,0,11.1,0,0,55.0,-5.7,1.0,0
13,1.3,1,0,0,10.5,0,0,27.0,-6.3,0.0,0
13,1.52,1,0,1,11.7,0,0,33.0,-5.1,0.0,0
13,1.69,1,0,1,13.0,0,0,40.0,-3.8,0.0,0
36,3.24,1,1,1,9.0,0,0,38.0,-7.8,0.0,0
20,3.52,1,1,1,17.6,0,0,49.0,0.8,0.0,0
20,1.42,1,1,1,7.1,0,0,36.0,-9.7,0.0,0
20,3.58,1,1,1,17.9,0,0,51.0,1.1,0.0,0
33,2.7,1,0,1,8.2,0,0,33.0,-8.6,0.0,0
20,3.4,1,1,1,17.0,0,0,47.0,0.2,0.0,0
2,0.27,1,0,0,13.8,0,0,23.0,-3.0,0.0,0
22,1.65,1,1,1,7.5,0,0,46.0,-9.3,0.0,0
20,3.38,1,1,1,16.9,0,0,48.0,0.1,0.0,0
20,1.64,1,1,1,8.2,0,0,44.0,-8.6,0.0,0
20,3.46,1,1,1,17.3,0,0,47.0,0.5,0.0,0
206,22.24,0,1,0,10.8,0,0,67.0,-6.0,1.0,0
4,0.53,1,0,0,13.4,0,0,26.0,-3.4,0.0,0
198,21.97,0,1,1,11.1,0,0,70.0,-5.7,1.0,0
11,1.23,1,0,0,11.2,0,0,34.0,-5.6,0.0,0
20,3.25,1,1,1,16.2,0,0,50.0,-0.6,0.0,0
20,1.38,1,1,1,6.9,0,0,35.0,-9.9,0.0,0
20,1.38,1,1,1,6.9,0,0,35.0,-9.9,0.0,0
20,3.34,1,1,1,16.7,0,0,51.0,-0.1,0.0,0
32,2.46,1,0,1,7.7,0,0,40.0,-9.1,0.0,0
20,3.34,1,1,1,16.7,0,0,51.0,-0.1,0.0,0
20,1.28,1,1,1,6.4,0,0,47.0,-10.4,0.0,0
20,3.28,1,1,1,16.4,0,0,49.0,-0.4,0.0,0
20,1.5,1,1,1,7.5,0,0,51.0,-9.3,0.0,0
20,3.35,1,1,1,16.8,0,0,48.0,0.0,0.0,0
11,1.18,1,0,0,10.8,0,0,34.0,-6.0,0.0,0
15,1.48,1,0,0,9.9,0,0,23.0,-6.9,0.0,0
16,1.74,1,0,0,10.9,0,0,27.0,-5.9,0.0,0
17,1.9,1,0,0,11.2,0,0,25.0,-5.6,0.0,0
13,1.53,1,0,0,11.8,0,0,26.0,-5.0,0.0,0
7,0.71,1,0,0,10.2,0,0,34.0,-6.6,1.0,0
34,2.99,1,0,1,8.8,0,0,33.0,-8.0,1.0,0
20,3.28,1,1,1,16.4,0,0,49.0,-0.4,1.0,0
20,1.64,1,1,1,8.2,0,0,49.0,-8.6,2.0,0
20,3.86,1,1,1,19.3,0,0,56.0,2.5,2.0,0
7,0.77,1,0,0,11.0,0,0,30.0,-5.8,0.0,0
69,8.28,0,1,1,12.0,0,0,38.0,-4.8,0.0,0
51,6.52,0,1,1,12.8,0,0,52.0,-4.0,0.0,0
4,0.46,1,0,0,11.5,0,0,24.0,-5.3,0.0,0
25,2.0,1,1,1,8.0,0,0,40.0,-8.8,0.0,0
20,3.46,1,1,1,17.3,0,0,48.0,0.5,0.0,0
22,1.78,1,1,1,8.1,0,0,44.0,-8.7,0.0,0
20,3.54,1,1,1,17.7,0,0,53.0,0.9,0.0,0
22,1.87,1,0,1,8.5,0,0,43.0,-8.3,0.0,0
20,3.44,1,1,1,17.2,0,0,51.0,0.4,1.0,0
2,0.29,1,0,0,14.7,0,0,24.0,-2.1,1.0,0
22,1.69,1,1,1,7.7,0,0,45.0,-9.1,1.0,0
20,3.28,1,1,1,16.4,0,0,47.0,-0.4,1.0,0
20,1.54,1,1,1,7.7,0,0,47.0,-9.1,1.0,0
20,3.36,1,1,1,16.8,0,0,54.0,0.0,1.0,0
51,5.5,0,1,1,10.8,0,0,30.0,-6.0,0.0,0
76,8.74,0,1,0,11.5,0,0,37.0,-5.3,0.0,0
77,9.16,1,0,1,11.9,0,0,54.0,-4.9,0.0,0
20,1.58,1,1,1,7.8,0,0,50.0,-9.0,0.0,0
20,3.82,1,1,1,19.1,0,0,52.0,2.3,2.0,0
20,2.0,1,1,1,10.0,0,0,49.0,-6.8,2.0,0
20,3.58,1,1,1,17.9,0,0,51.0,1.1,0.0,0
33,2.87,1,0,1,8.7,0,0,40.0,-8.1,0.0,0
20,3.56,1,1,1,17.8,0,0,46.0,1.0,0.0,0
2,0.3,1,0,0,14.9,0,0,27.0,-1.9,0.0,0
22,2.09,1,1,1,9.5,0,0,44.0,-7.3,0.0,0
20,3.42,1,1,1,17.1,0,0,48.0,0.3,0.0,0
20,1.56,1,1,1,7.8,0,0,51.0,-9.0,0.0,0
20,3.4,1,1,1,17.0,0,0,51.0,0.2,0.0,0
122,13.78,0,0,1,11.3,0,0,41.0,-5.5,1.0,0
39,4.83,1,1,1,12.4,0,0,44.0,-4.4,1.0,0
20,1.62,1,1,1,8.1,0,0,49.0,-8.7,0.0,0
20,3.62,1,1,1,18.1,0,0,52.0,1.3,2.0,0
109,12.42,1,1,1,11.4,0,0,48.0,-5.4,0.0,0
20,1.56,1,1,1,7.8,0,0,46.0,-9.0,0.0,0
20,3.56,1,1,1,17.8,0,0,56.0,1.0,0.0,0
33,2.64,1,0,1,8.0,0,0,43.0,-8.8,0.0,0
20,3.6,1,1,1,18.0,0,0,48.0,1.2,2.0,0
25,2.3,1,1,1,9.2,0,0,49.0,-7.6,2.0,0
5,0.65,1,0,0,12.9,0,0,38.0,-3.9,0.0,0
20,3.34,1,1,1,16.7,0,0,52.0,-0.1,1.0,0
2,0.27,1,0,0,13.6,0,0,24.0,-3.2,0.0,0
21,1.3,1,1,1,6.2,0,0,51.0,-10.6,1.0,0
20,3.44,1,1,1,17.2,0,0,47.0,0.4,0.0,0
20,3.24,1,1,1,16.2,0,0,46.0,-0.6,1.0,0
32,2.56,1,0,1,8.0,0,0,40.0,-8.8,0.0,0
2,0.25,1,0,0,12.6,0,0,22.0,-4.2,1.0,0
20,1.4,1,1,1,7.0,0,0,47.0,-9.8,1.0,0
20,3.34,1,1,1,16.7,0,0,49.0,-0.1,1.0,0
20,1.48,1,1,1,7.4,0,0,48.0,-9.4,1.0,0
20,3.26,1,1,1,16.3,0,0,49.0,-0.5,1.0,0
20,1.36,1,1,1,6.8,0,0,50.0,-10.0,1.0,0
20,3.2,1,1,1,16.0,0,0,47.0,-0.8,1.0,0
2,0.23,1,0,0,11.9,0,0,17.0,-4.9,0.0,0
6,1.2,1,0,0,20.0,0,0,15.0,3.2,2.0,0
2,0.26,1,0,0,13.2,0,0,21.0,-3.6,0.0,0
74,9.17,0,1,1,12.4,0,0,51.0,-4.4,1.0,0
70,8.19,0,1,1,11.7,0,0,68.0,-5.1,1.0,0
4,0.46,1,0,0,4.0,0,0,25.0,-12.8,1.0,0
24,1.89,1,1,1,7.9,0,0,41.0,-8.9,1.0,0
20,3.44,1,1,1,17.2,0,0,48.0,0.4,1.0,0
6,0.86,1,0,0,14.4,0,0,19.0,-2.4,0.0,0
20,1.66,1,1,1,8.3,0,0,40.0,-8.5,0.0,0
20,3.42,1,1,1,17.1,0,0,51.0,0.3,1.0,0
20,1.7,1,1,1,8.5,0,0,48.0,-8.3,0.0,0
20,3.42,1,1,1,17.1,0,0,47.0,0.3,1.0,0
3,0.43,1,1,1,14.5,0,0,27.0,-2.3,0.0,0
22,1.78,1,1,1,8.1,0,0,40.0,-8.7,1.0,0
20,3.44,1,1,1,12.7,0,0,51.0,-4.1,1.0,0
20,1.48,1,1,1,7.4,0,0,51.0,-9.4,1.0,0
20,3.4,1,1,1,17.0,0,0,46.0,0.2,1.0,0
25,2.85,1,0,1,11.4,0,0,44.0,-5.4,1.0,0
29,3.36,1,0,1,11.6,0,0,43.0,-5.2,1.0,0
70,8.4,0,1,1,12.0,0,0,56.0,-4.8,1.0,0
33,2.7,1,1,0,8.2,0,0,40.0,-8.6,1.0,0
67,7.97,1,1,0,11.9,0,0,65.0,-4.9,1.0,0
20,3.32,1,1,1,16.6,0,0,49.0,-0.2,1.0,0
30,4.38,1,0,1,14.6,0,0,28.0,-2.2,0.0,0
20,1.5,1,1,1,7.5,0,0,51.0,-9.3,1.0,0
10,1.52,1,1,1,15.2,0,0,23.0,-1.6,1.0,0
23,1.79,1,1,1,7.8,0,0,40.0,-9.0,1.0,0
20,3.38,1,1,1,16.9,0,0,46.0,0.1,1.0,0
2,0.3,1,0,0,15.2,0,0,23.0,-1.6,0.0,0
21,1.89,1,1,1,9.0,0,0,51.0,-7.8,0.0,0
20,3.42,1,1,1,17.1,0,0,51.0,0.3,1.0,0
21,1.4,1,1,1,6.7,0,0,38.0,-10.1,1.0,0
20,3.42,1,1,1,17.1,0,0,44.0,0.3,1.0,0
20,1.46,1,1,1,7.3,0,0,44.0,-9.5,1.0,0
20,3.5,1,1,1,17.5,0,0,49.0,0.7,1.0,0
20,1.44,1,1,1,7.2,0,0,42.0,-9.6,1.0,0
20,3.5,1,1,1,17.5,0,0,47.0,0.7,0.0,0
11,0.89,1,1,0,8.1,0,0,39.0,-8.7,1.0,0
2,0.13,1,1,1,6.4,0,0,38.0,-10.4,1.0,0
20,3.54,1,1,1,17.7,0,0,43.0,0.9,1.0,0
5,0.59,1,0,0,11.9,0,0,26.0,-4.9,1.0,0
24,1.89,1,1,1,7.9,0,0,34.0,-8.9,1.0,0
20,3.42,1,1,1,17.1,0,0,52.0,0.3,1.0,0
20,3.24,1,1,1,16.2,0,0,46.0,-0.6,1.0,0
20,1.68,1,1,1,8.4,0,0,36.0,-8.4,0.0,0
20,3.5,1,1,1,17.5,0,0,47.0,0.7,1.0,0
20,1.52,1,1,1,7.6,0,0,51.0,-9.2,1.0,0
86,11.69,0,1,1,13.8,1,0,63.0,-3.0,1.0,0
18,2.46,1,0,1,13.7,0,0,44.0,-3.1,1.0,0
23,2.94,1,0,1,12.8,0,0,61.0,-4.0,1.0,0
23,3.22,1,0,1,14.0,0,0,46.0,-2.8,1.0,0
20,3.48,1,1,1,17.4,0,0,45.0,0.6,1.0,0
33,2.5,1,0,1,7.6,0,0,42.0,-9.2,1.0,0
20,3.52,1,1,1,17.6,0,0,52.0,0.8,0.0,0
20,1.48,1,1,1,7.4,0,0,54.0,-9.4,0.0,0
20,3.36,1,1,1,16.8,0,0,45.0,0.0,0.0,0
22,1.78,1,1,1,8.1,0,0,49.0,-8.7,0.0,0
20,3.64,1,1,1,18.2,0,0,47.0,1.4,0.0,0
20,2.04,1,1,1,10.2,0,0,50.0,-6.6,0.0,0
20,3.64,1,1,1,18.2,0,0,37.0,1.4,0.0,0
34,4.62,1,1,1,13.6,0,0,44.0,-3.2,0.0,0
37,3.66,1,0,1,9.9,0,0,40.0,-6.9,1.0,0
20,3.94,1,1,1,19.7,0,0,57.0,2.9,0.0,0
4,0.49,1,1,1,12.4,0,0,23.0,-4.4,1.0,0
25,2.52,1,1,1,10.1,0,0,39.0,-6.7,1.0,0
20,3.5,1,1,1,17.5,0,0,54.0,0.7,1.0,0
33,2.97,1,0,1,9.0,0,0,44.0,-7.8,0.0,0
20,3.34,1,1,1,16.7,0,0,49.0,-0.1,1.0,0
20,1.78,1,1,1,8.9,0,0,54.0,-7.9,0.0,0
20,3.42,1,1,1,17.1,0,0,47.0,0.3,0.0,0
24,1.94,1,1,1,8.1,0,0,40.0,-8.7,0.0,0
20,3.58,1,1,1,17.9,0,0,52.0,1.1,0.0,0
1,0.13,1,0,0,13.1,0,0,15.0,-3.7,0.0,0
20,1.74,1,1,1,8.7,0,0,53.0,-8.1,0.0,0
20,3.72,1,1,1,18.6,0,0,50.0,1.8,0.0,0
44,5.19,0,1,1,11.8,0,0,42.0,-5.0,1.0,0
216,23.32,0,1,1,10.8,0,0,57.0,-6.0,1.0,0
42,5.16,1,0,1,12.3,0,0,64.0,-4.5,1.0,0
173,19.89,0,1,1,11.5,0,0,58.0,-5.3,1.0,0
70,8.05,0,1,0,11.5,0,0,60.0,-5.3,1.0,0
20,3.52,1,1,1,17.6,0,0,56.0,0.8,1.0,0
41,3.89,1,1,1,9.5,0,0,41.0,-7.3,1.0,0
20,3.2,1,1,1,16.0,0,0,43.0,-0.8,1.0,0
20,1.64,1,1,1,8.2,0,0,51.0,-8.6,1.0,0
20,3.28,1,1,1,16.4,0,0,41.0,-0.4,1.0,0
2,0.33,1,0,0,16.9,0,0,19.0,0.1,1.0,0
22,2.02,1,1,1,9.2,0,0,44.0,-7.6,1.0,0
20,3.4,1,1,1,17.0,0,0,39.0,0.2,1.0,0
1,0.1,1,0,0,10.3,0,0,15.0,-6.5,1.0,0
20,1.54,1,1,1,7.7,0,0,53.0,-9.1,1.0,0
20,3.28,1,1,1,16.4,0,0,48.0,-0.4,1.0,0
243,30.1,1,1,1,12.4,0,0,48.0,-4.4,0.0,0
1,0.1,1,0,0,10.1,0,0,14.0,-6.7,0.0,0
1,0.14,1,0,0,14.3,0,0,13.0,-2.5,0.0,0
20,1.52,1,1,1,7.6,0,0,48.0,-9.2,0.0,0
20,3.38,1,1,1,16.9,0,0,50.0,0.1,0.0,0
20,3.46,1,1,1,17.3,0,0,50.0,0.5,0.0,0
1,0.11,1,0,0,11.4,0,0,14.0,-5.4,0.0,0
20,1.64,1,1,1,8.2,0,0,42.0,-8.6,0.0,0
20,3.44,1,1,1,17.2,0,0,45.0,0.4,1.0,0
7,0.91,1,0,0,13.1,0,0,24.0,-3.7,1.0,0
22,2.02,1,1,1,9.3,0,0,45.84497041420119,-7.5,1.0,0
22,1.76,1,1,1,8.0,0,0,41.0,-8.8,1.0,0
20,2.34,1,1,1,17.7,0,0,42.0,0.9,1.0,0
32,2.72,1,0,1,8.5,0,0,42.0,-8.3,1.0,0
20,3.66,1,1,1,18.3,0,0,36.0,1.5,1.0,0
160,18.24,1,1,1,11.4,0,0,61.0,-5.4,1.0,0
3,0.4,1,0,0,13.5,0,0,26.0,-3.3,1.0,0
3,0.28,1,0,0,9.3,0,0,29.0,-7.5,1.0,0
4,0.58,1,0,0,14.4,0,0,34.0,-2.4,1.0,0
187,22.25,0,1,1,11.9,0,0,53.0,-4.9,1.0,0
20,3.42,1,1,1,17.1,0,0,54.0,0.3,0.0,0
32,3.61,1,0,1,11.3,0,0,36.0,-5.5,0.0,0
1,0.1,1,0,0,10.6,0,0,15.0,-6.2,0.0,0
20,1.6,1,1,1,8.0,0,0,55.0,-8.8,0.0,0
20,3.56,1,1,1,17.8,0,0,47.0,1.0,0.0,0
2,0.34,1,0,0,17.0,0,0,17.0,0.2,0.0,0
21,1.87,1,1,1,8.7,0,0,53.0,-8.1,0.0,0
20,3.58,1,1,1,17.9,0,0,49.0,1.1,0.0,0
33,3.63,1,0,1,11.0,0,0,42.0,-5.8,0.0,0
20,3.9,1,1,1,19.5,0,0,47.0,2.7,0.0,0
117,12.75,1,0,1,10.9,0,0,45.0,-5.9,0.0,0
96,12.67,1,1,1,13.2,0,0,45.0,-3.6,0.0,0
64,7.42,1,1,0,11.6,0,0,63.0,-5.2,0.0,0
20,3.62,1,1,1,18.1,0,0,47.0,1.3,0.0,0
0.5,0.05,1,0,0,9.4,0,0,19.0,-7.4,0.0,0
20,1.64,1,1,1,8.2,0,0,52.0,-8.6,0.0,0
20,1.66,1,1,1,8.3,0,0,51.0,-8.5,0.0,0
20,3.46,1,1,1,17.3,0,0,55.0,0.5,0.0,0
33,2.87,1,0,1,8.7,0,0,42.0,-8.1,0.0,0
20,3.46,1,1,1,17.2,0,0,50.0,0.4,0.0,0
2,0.29,1,0,0,14.5,0,0,24.0,-2.3,0.0,0
22,1.71,1,1,1,7.8,0,0,47.0,-9.0,0.0,0
20,3.62,1,1,1,18.1,0,0,50.0,1.3,0.0,0
20,1.6,1,1,1,8.0,0,0,47.0,-8.8,1.0,0
20,3.34,1,1,1,16.7,0,0,50.0,-0.1,1.0,0
20,1.54,1,1,1,7.7,0,0,50.0,-9.1,1.0,0
20,3.26,1,1,1,16.3,0,0,44.0,-0.5,1.0,0
35,3.01,1,1,1,8.6,0,0,27.0,-8.2,1.0,0
20,3.52,1,1,1,17.6,0,0,43.0,0.8,1.0,0
2,0.28,1,0,0,14.4,0,0,25.0,-2.4,1.0,0
22,1.73,1,1,1,7.9,0,0,37.0,-8.9,1.0,0
20,3.36,1,1,1,16.8,0,0,49.0,0.0,1.0,0
22,1.65,1,1,1,7.5,0,0,43.0,-9.3,1.0,0
20,3.32,1,1,1,16.6,0,0,49.0,-0.2,1.0,0
25,3.57,0,1,0,14.3,0,0,58.0,-2.5,0.0,0
43,4.85,1,1,1,11.3,0,0,46.0,-5.5,0.0,0
26,2.99,1,1,1,11.5,0,0,54.0,-5.3,0.0,0
23,3.1,1,1,1,13.5,0,0,48.0,-3.3,0.0,0
20,1.62,1,1,1,8.1,0,0,52.0,-8.7,0.0,0
20,3.5,1,1,1,17.5,0,0,53.0,0.7,0.0,0
70,8.89,0,1,1,12.7,0,0,70.0,-4.1,0.0,0
70,8.61,0,1,0,12.3,0,0,62.0,-4.5,0.0,0
